Frame,Visibility,X,Y,Time
742,1,841,328,00:00:24.733333333333334
743,1,841,341,00:00:24.766666666666666
744,1,845,356,00:00:24.8
745,1,846,368,00:00:24.833333333333332
746,1,848,383,00:00:24.866666666666667
747,1,848,383,00:00:24.9
748,0,0,0,00:00:24.933333333333334
749,1,853,415,00:00:24.966666666666665
750,1,851,413,00:00:25.0
751,0,0,0,00:00:25.03333333333333
752,1,843,363,00:00:25.066666666666666
753,1,841,363,00:00:25.1
754,1,836,343,00:00:25.133333333333333
755,1,831,328,00:00:25.166666666666668
756,1,830,316,00:00:25.2
757,1,830,305,00:00:25.233333333333334
758,1,827,296,00:00:25.266666666666666
759,1,826,296,00:00:25.3
760,1,826,291,00:00:25.333333333333332
761,1,823,286,00:00:25.366666666666667
762,1,821,281,00:00:25.4
763,1,820,281,00:00:25.433333333333334
764,1,817,278,00:00:25.466666666666665
765,1,818,280,00:00:25.5
766,1,816,278,00:00:25.53333333333333
767,1,816,278,00:00:25.566666666666666
768,1,816,281,00:00:25.6
769,1,813,283,00:00:25.633333333333333
770,1,813,286,00:00:25.666666666666668
771,1,811,286,00:00:25.7
772,1,812,291,00:00:25.733333333333334
773,1,812,300,00:00:25.766666666666666
774,1,811,306,00:00:25.8
775,1,811,316,00:00:25.833333333333332
776,1,811,323,00:00:25.866666666666667
777,1,797,347,00:00:25.9
778,1,811,331,00:00:25.933333333333334
779,1,811,320,00:00:25.966666666666665
780,1,815,292,00:00:26.0
781,1,815,273,00:00:26.03333333333333
782,1,816,258,00:00:26.066666666666666
783,1,816,258,00:00:26.099999999999998
784,1,818,243,00:00:26.133333333333333
785,1,820,232,00:00:26.166666666666668
786,1,821,221,00:00:26.2
787,1,821,216,00:00:26.233333333333334
788,1,823,208,00:00:26.266666666666666
789,1,823,208,00:00:26.3
790,1,826,205,00:00:26.333333333333332
791,1,826,201,00:00:26.366666666666667
792,1,826,200,00:00:26.4
793,1,828,198,00:00:26.433333333333334
794,1,828,201,00:00:26.466666666666665
795,1,828,201,00:00:26.5
796,1,830,203,00:00:26.53333333333333
797,1,831,208,00:00:26.566666666666666
798,1,831,213,00:00:26.599999999999998
799,1,831,221,00:00:26.633333333333333
800,1,831,228,00:00:26.666666666666668
801,1,831,228,00:00:26.7
802,1,831,238,00:00:26.733333333333334
803,1,831,251,00:00:26.766666666666666
804,1,831,262,00:00:26.8
805,1,831,276,00:00:26.833333333333332
806,1,831,291,00:00:26.866666666666667
807,1,831,291,00:00:26.9
808,1,831,306,00:00:26.933333333333334
809,1,831,323,00:00:26.966666666666665
810,1,830,342,00:00:27.0
811,1,831,360,00:00:27.03333333333333
812,1,830,378,00:00:27.066666666666666
813,1,828,378,00:00:27.099999999999998
814,1,828,398,00:00:27.133333333333333
815,0,0,0,00:00:27.166666666666668
816,0,0,0,00:00:27.2
817,1,806,216,00:00:27.233333333333334
818,1,801,173,00:00:27.266666666666666
819,1,801,172,00:00:27.3
820,1,798,141,00:00:27.333333333333332
821,1,796,113,00:00:27.366666666666667
822,1,796,93,00:00:27.4
823,1,793,76,00:00:27.433333333333334
824,1,792,63,00:00:27.466666666666665
825,1,792,63,00:00:27.5
826,1,791,53,00:00:27.53333333333333
827,1,791,46,00:00:27.566666666666666
828,1,791,38,00:00:27.599999999999998
829,1,791,33,00:00:27.633333333333333
830,1,791,31,00:00:27.666666666666668
831,1,792,31,00:00:27.7
832,1,792,30,00:00:27.733333333333334
833,1,792,30,00:00:27.766666666666666
834,1,793,31,00:00:27.8
835,1,793,31,00:00:27.833333333333332
836,1,793,33,00:00:27.866666666666667
837,1,795,36,00:00:27.9
838,1,796,38,00:00:27.933333333333334
839,1,796,43,00:00:27.966666666666665
840,1,796,48,00:00:28.0
841,1,798,55,00:00:28.03333333333333
842,1,798,61,00:00:28.066666666666666
843,1,798,61,00:00:28.099999999999998
844,1,800,71,00:00:28.133333333333333
845,1,801,78,00:00:28.166666666666668
846,1,801,86,00:00:28.2
847,1,801,96,00:00:28.233333333333334
848,1,801,106,00:00:28.266666666666666
849,1,781,136,00:00:28.3
850,0,0,0,00:00:28.333333333333332
851,1,815,211,00:00:28.366666666666667
852,1,823,246,00:00:28.4
853,0,0,0,00:00:28.433333333333334
854,1,831,301,00:00:28.466666666666665
855,1,830,301,00:00:28.5
856,1,833,326,00:00:28.53333333333333
857,1,836,348,00:00:28.566666666666666
858,1,838,375,00:00:28.599999999999998
859,1,842,397,00:00:28.633333333333333
860,1,846,421,00:00:28.666666666666668
861,1,845,421,00:00:28.7
862,1,847,443,00:00:28.733333333333334
863,1,803,403,00:00:28.766666666666666
864,0,0,0,00:00:28.8
865,0,0,0,00:00:28.833333333333332
866,1,695,286,00:00:28.866666666666667
867,1,695,285,00:00:28.9
868,1,673,263,00:00:28.933333333333334
869,1,656,247,00:00:28.966666666666665
870,1,640,233,00:00:29.0
871,1,628,223,00:00:29.03333333333333
872,1,616,216,00:00:29.066666666666666
873,1,616,215,00:00:29.099999999999998
874,1,606,208,00:00:29.133333333333333
875,1,598,205,00:00:29.166666666666668
876,1,590,201,00:00:29.2
877,1,582,201,00:00:29.233333333333334
878,1,576,200,00:00:29.266666666666666
879,1,576,200,00:00:29.3
880,1,571,201,00:00:29.333333333333332
881,1,566,201,00:00:29.366666666666667
882,1,561,205,00:00:29.4
883,1,556,208,00:00:29.433333333333334
884,1,551,211,00:00:29.466666666666665
885,1,552,212,00:00:29.5
886,1,548,216,00:00:29.53333333333333
887,1,546,222,00:00:29.566666666666666
888,1,533,242,00:00:29.599999999999998
889,1,523,261,00:00:29.633333333333333
890,1,515,276,00:00:29.666666666666668
891,1,516,276,00:00:29.7
892,1,508,291,00:00:29.733333333333334
893,1,503,303,00:00:29.766666666666666
894,1,498,318,00:00:29.8
895,1,493,331,00:00:29.833333333333332
896,1,488,346,00:00:29.866666666666667
897,1,488,346,00:00:29.9
898,1,486,361,00:00:29.933333333333334
899,1,482,376,00:00:29.966666666666665
900,1,478,391,00:00:30.0
901,1,476,406,00:00:30.03333333333333
902,1,473,423,00:00:30.066666666666666
903,1,475,422,00:00:30.099999999999998
904,1,471,438,00:00:30.133333333333333
905,1,467,426,00:00:30.166666666666668
906,1,475,388,00:00:30.2
907,1,478,363,00:00:30.233333333333334
908,1,477,346,00:00:30.266666666666666
909,1,477,346,00:00:30.3
910,1,478,331,00:00:30.333333333333332
911,1,480,318,00:00:30.366666666666667
912,1,481,308,00:00:30.4
913,1,483,301,00:00:30.433333333333334
914,1,486,296,00:00:30.466666666666665
915,1,486,296,00:00:30.5
916,1,486,291,00:00:30.53333333333333
917,1,488,291,00:00:30.566666666666666
918,1,488,288,00:00:30.599999999999998
919,1,491,287,00:00:30.633333333333333
920,1,493,290,00:00:30.666666666666668
921,1,493,291,00:00:30.7
922,1,496,291,00:00:30.733333333333334
923,1,496,293,00:00:30.766666666666666
924,1,498,298,00:00:30.8
925,1,501,305,00:00:30.833333333333332
926,1,312,335,00:00:30.866666666666667
927,1,502,311,00:00:30.9
928,1,505,316,00:00:30.933333333333334
929,1,506,325,00:00:30.966666666666665
930,1,506,330,00:00:31.0
931,1,495,313,00:00:31.03333333333333
932,1,482,290,00:00:31.066666666666666
933,1,482,291,00:00:31.099999999999998
934,1,473,276,00:00:31.133333333333333
935,1,463,262,00:00:31.166666666666668
936,1,456,253,00:00:31.2
937,1,451,246,00:00:31.233333333333334
938,1,443,240,00:00:31.266666666666666
939,1,445,238,00:00:31.3
940,1,441,235,00:00:31.333333333333332
941,1,433,231,00:00:31.366666666666667
942,1,430,231,00:00:31.4
943,1,426,228,00:00:31.433333333333334
944,1,422,231,00:00:31.466666666666665
945,1,421,231,00:00:31.5
946,1,418,233,00:00:31.53333333333333
947,1,413,236,00:00:31.566666666666666
948,1,411,242,00:00:31.599999999999998
949,1,406,248,00:00:31.633333333333333
950,1,403,256,00:00:31.666666666666668
951,1,403,256,00:00:31.7
952,1,401,266,00:00:31.733333333333334
953,1,398,278,00:00:31.766666666666666
954,1,393,288,00:00:31.8
955,1,391,303,00:00:31.833333333333332
956,1,390,317,00:00:31.866666666666667
957,1,388,316,00:00:31.9
958,1,386,333,00:00:31.933333333333334
959,1,386,348,00:00:31.966666666666665
960,1,382,366,00:00:32.0
961,1,381,383,00:00:32.03333333333333
962,1,378,403,00:00:32.06666666666666
963,1,378,403,00:00:32.1
964,1,376,421,00:00:32.13333333333333
965,1,376,443,00:00:32.166666666666664
966,0,0,0,00:00:32.2
967,1,407,286,00:00:32.233333333333334
968,1,421,226,00:00:32.266666666666666
969,1,421,223,00:00:32.3
970,1,431,181,00:00:32.333333333333336
971,1,438,148,00:00:32.36666666666667
972,1,446,122,00:00:32.4
973,1,451,102,00:00:32.43333333333333
974,1,456,86,00:00:32.46666666666667
975,1,456,86,00:00:32.5
976,0,0,0,00:00:32.53333333333333
977,1,468,61,00:00:32.56666666666666
978,1,472,52,00:00:32.6
979,1,476,46,00:00:32.63333333333333
980,1,481,41,00:00:32.666666666666664
981,1,481,41,00:00:32.7
982,1,486,37,00:00:32.733333333333334
983,1,488,36,00:00:32.766666666666666
984,1,492,36,00:00:32.8
985,1,496,36,00:00:32.833333333333336
986,1,500,38,00:00:32.86666666666667
987,1,500,37,00:00:32.9
988,1,502,41,00:00:32.93333333333333
989,1,506,43,00:00:32.96666666666667
990,1,508,48,00:00:33.0
991,1,511,53,00:00:33.03333333333333
992,1,516,61,00:00:33.06666666666666
993,1,516,61,00:00:33.1
994,1,518,66,00:00:33.13333333333333
995,1,521,76,00:00:33.166666666666664
996,1,525,83,00:00:33.2
997,1,527,93,00:00:33.233333333333334
998,1,531,101,00:00:33.266666666666666
999,1,531,102,00:00:33.3
1000,1,533,113,00:00:33.333333333333336
1001,1,536,123,00:00:33.36666666666667
1002,1,538,135,00:00:33.4
1003,1,541,143,00:00:33.43333333333333
1004,1,543,158,00:00:33.46666666666667
1005,0,0,0,00:00:33.5
1006,0,0,0,00:00:33.53333333333333
1007,0,0,0,00:00:33.56666666666666
1008,0,0,0,00:00:33.6
1009,0,0,0,00:00:33.63333333333333
1010,0,0,0,00:00:33.666666666666664
1011,0,0,0,00:00:33.7
1012,0,0,0,00:00:33.733333333333334
1013,0,0,0,00:00:33.766666666666666
1014,0,0,0,00:00:33.8
1015,0,0,0,00:00:33.833333333333336
1016,0,0,0,00:00:33.86666666666667
1017,0,0,0,00:00:33.9
1018,0,0,0,00:00:33.93333333333333
1019,0,0,0,00:00:33.96666666666667
1020,0,0,0,00:00:34.0
1021,0,0,0,00:00:34.03333333333333
1022,0,0,0,00:00:34.06666666666666
1023,0,0,0,00:00:34.1
1024,0,0,0,00:00:34.13333333333333
1025,0,0,0,00:00:34.166666666666664
1026,0,0,0,00:00:34.2
1027,0,0,0,00:00:34.233333333333334
1028,0,0,0,00:00:34.266666666666666
1029,0,0,0,00:00:34.3
1030,0,0,0,00:00:34.333333333333336
1031,0,0,0,00:00:34.36666666666667
1032,0,0,0,00:00:34.4
1033,0,0,0,00:00:34.43333333333333
1034,0,0,0,00:00:34.46666666666667
1035,0,0,0,00:00:34.5
1036,0,0,0,00:00:34.53333333333333
1037,0,0,0,00:00:34.56666666666666
1038,0,0,0,00:00:34.6
1039,0,0,0,00:00:34.63333333333333
1040,0,0,0,00:00:34.666666666666664
1041,0,0,0,00:00:34.7
1042,0,0,0,00:00:34.733333333333334
1043,0,0,0,00:00:34.766666666666666
1044,0,0,0,00:00:34.8
1045,0,0,0,00:00:34.833333333333336
1046,0,0,0,00:00:34.86666666666667
1047,0,0,0,00:00:34.9
1048,0,0,0,00:00:34.93333333333333
1049,0,0,0,00:00:34.96666666666667
